Id,Response
11430,8
11431,8
11432,7
11433,2
11435,7
11437,7
11439,6
11441,4
11444,8
11447,7
11458,1
11461,8
11464,6
11467,4
11471,8
11476,4
11477,1
11480,7
11485,2
11487,7
11489,8
11500,1
11502,4
11509,8
11518,1
11521,4
11523,8
11526,1
11528,6
11534,6
11542,4
11548,3
11550,7
11551,5
11552,5
11565,1
11566,4
11570,7
11572,7
11584,8
11588,7
11592,6
11598,3
11604,7
11606,3
11607,8
11609,8
11613,2
11615,8
11616,8
11617,3
11619,7
11621,8
11622,6
11623,5
11625,1
11629,8
11634,5
11637,8
11642,1
11657,5
11663,7
11666,3
11671,6
11681,2
11683,4
11694,8
11697,7
11700,7
11703,8
11713,2
11721,7
11725,5
11729,8
11736,8
11739,6
11740,7
11744,4
11750,6
11752,6
11753,7
11754,4
11759,6
11760,7
11767,8
11772,4
11776,1
11780,5
11783,3
11786,8
11790,8
11792,4
11797,3
11799,7
11801,8
11807,6
11813,5
11818,7
11835,3
11842,1
11843,7
11850,8
11861,8
11868,7
11871,3
11877,6
11887,7
11891,7
11897,8
11900,8
11906,7
11911,8
11913,1
11914,8
11915,8
11921,1
11925,1
11926,7
11932,8
11933,8
11936,5
11939,8
11941,4
11946,1
11947,4
11953,2
11958,5
11959,7
11960,7
11961,4
11962,3
11977,8
11978,8
11985,8
11986,7
11992,4
11997,5
12001,7
12006,3
12010,8
12017,7
12019,8
12041,4
12044,8
12050,3
12055,5
12062,8
12064,8
12068,7
12072,8
12073,6
12077,4
12080,1
12082,2
12088,8
12090,1
12092,6
12093,7
12094,8
12099,1
12106,6
12115,7
12124,8
12128,7
12132,5
12139,1
12147,8
12154,5
12162,4
12167,1
12169,8
12170,8
12171,7
12173,6
12178,8
12180,8
12182,1
12185,6
12195,4
12198,8
12204,8
12205,7
12206,2
12207,3
12209,4
12212,5
12215,7
12230,8
12236,4
12241,8
12244,7
12246,3
12261,8
12262,7
12265,1
12267,6
12268,7
12276,3
12279,4
12292,2
12295,2
12297,7
12308,8
12312,7
12317,6
12318,3
12321,8
12326,8
12328,8
12331,2
12336,2
12341,8
12343,1
12345,8
12349,7
12350,2
12353,6
12354,8
12361,3
12366,8
12380,8
12381,8
12386,6
12393,8
12396,7
12397,1
12401,3
12404,5
12410,1
12413,8
12417,7
12423,8
12428,8
12431,6
12433,8
12436,7
12440,7
12441,6
12448,2
12450,7
12452,1
12454,5
12457,8
12458,5
12459,6
12460,4
12472,8
12481,8
12483,7
12485,5
12486,7
12490,5
12499,3
12501,8
12506,7
12507,7
12512,5
12513,4
12515,8
12521,8
12526,7
12538,8
12542,5
12547,7
12548,3
12549,7
12553,6
12554,6
12556,1
12561,7
12562,7
12563,7
12565,5
12568,7
12569,8
12570,4
12577,5
12578,3
12582,5
12583,8
12597,7
12601,7
12606,5
12607,7
12619,2
12622,7
12625,6
12631,8
12635,4
12636,8
12641,2
12643,7
12651,8
12655,7
12660,8
12664,8
12677,8
12681,6
12683,5
12688,8
12689,2
12693,8
12694,8
12696,1
12707,1
12716,5
12720,3
12734,3
12735,7
12738,8
12741,3
12746,3
12753,8
12758,7
12760,8
12768,6
12771,6
12776,5
12780,6
12790,5
12792,1
12793,7
12795,8
12796,8
12797,4
12800,4
12803,8
12807,7
12809,3
12812,4
12816,7
12818,5
12819,1
12823,8
12825,7
12827,8
12829,3
12830,8
12838,8
12839,8
12843,5
12847,5
12848,4
12871,1
12873,6
12874,5
12875,7
12883,8
12890,5
12895,8
12900,5
12901,8
12902,7
12903,7
12904,3
12905,1
12908,6
12911,8
12912,6
12924,7
12930,1
12941,8
12950,8
12951,8
12956,6
12958,7
12967,4
12968,6
12980,8
12982,8
12983,2
12988,3
12996,8
12999,8
13005,1
13008,3
13009,5
13011,6
13012,3
13013,6
13015,8
13016,8
13018,3
13021,8
13024,6
13026,8
13031,6
13032,7
13034,8
13036,7
13039,6
13040,4
13043,5
13044,6
13060,2
13065,4
13075,8
13080,7
13088,3
13095,6
13102,7
13105,2
13107,1
13111,5
13112,1
13120,8
13122,8
13123,8
13124,7
13130,4
13132,7
13140,8
13142,7
13143,5
13144,1
13148,8
13151,7
13154,6
13166,8
13169,1
13175,7
13177,1
13178,8
13179,3
13182,7
13186,7
13188,7
13193,7
13199,1
13206,4
13216,7
13218,8
13228,8
13231,8
13235,1
13246,8
13253,8
13256,8
13259,8
13262,1
13266,3
13269,7
13271,5
13273,8
13274,8
13283,3
13288,8
13296,4
13297,8
13305,7
13312,8
13316,8
13319,8
13320,6
13328,5
13329,7
13335,5
13338,1
13340,6
13344,6
13345,4
13347,4
13350,6
13352,8
13354,1
13362,2
13368,5
13371,7
13374,8
13376,2
13377,4
13381,8
13385,8
13387,6
13395,2
13399,4
13406,8
13407,8
13411,8
13412,8
13422,7
13425,7
13427,4
13431,8
13438,8
13444,6
13445,8
13451,3
13454,1
13459,6
13465,1
13466,2
13472,6
13474,1
13478,4
13480,8
13483,8
13486,6
13499,8
13507,2
13511,7
13521,6
13522,3
13539,3
13541,7
13552,5
13556,4
13557,8
13561,2
13564,4
13573,6
13580,4
13583,7
13584,6
13585,1
13589,7
13590,7
13599,8
13601,5
13604,5
13611,8
13623,3
13629,5
13630,4
13632,8
13633,7
13636,8
13637,7
13644,3
13649,8
13652,8
13657,5
13661,8
13662,8
13664,1
13666,7
13680,7
13681,8
13684,5
13687,3
13689,1
13691,7
13692,5
13697,8
13701,6
13703,4
13709,3
13710,7
13712,7
13720,6
13721,1
13725,7
13728,6
13732,7
13736,3
13740,7
13744,8
13746,7
13750,3
13751,8
13754,8
13756,5
13764,5
13767,8
13776,8
13778,8
13784,8
13788,5
13789,4
13794,5
13798,4
13804,8
13806,1
13807,7
13808,8
13811,8
13831,3
13836,5
13840,8
13841,5
13843,8
13848,7
13851,8
13858,8
13865,1
13869,7
13871,5
13872,7
13873,8
13874,1
13876,4
13884,7
13893,6
13897,8
13907,6
13912,8
13917,4
13932,7
13933,3
13939,6
13942,8
13943,3
13954,7
13956,8
13960,4
13964,5
13965,1
13967,4
13971,2
13972,5
13973,5
13974,8
13976,8
13979,2
13990,8
13994,7
14008,7
14016,8
14023,7
14032,5
14035,7
14038,8
14040,8
14045,1
14052,8
14054,7
14056,5
14076,5
14078,3
14080,8
14085,8
14089,4
14090,8
14091,8
14096,1
14105,8
14108,7
14110,8
14117,1
14118,4
14119,1
14120,7
14122,2
14123,2
14124,4
14125,3
14135,6
14136,7
14138,8
14144,4
14146,2
14151,7
14163,8
14179,8
14181,2
14186,4
14190,4
14197,7
14198,4
14202,6
14203,8
14205,4
14208,5
14211,8
14220,7
14223,8
14227,8
14228,3
14237,4
14238,5
14240,1
14252,8
14254,7
14257,3
14260,5
14264,6
14266,7
14272,8
14273,4
14276,8
14277,3
14278,6
14279,5
14305,7
14313,7
14316,5
14318,1
14322,6
14334,1
14342,8
14346,7
14348,5
14350,8
14357,8
14359,3
14361,7
14363,8
14366,4
14371,6
14372,3
14375,1
14378,8
14380,8
14382,1
14384,8
14385,5
14388,8
14389,6
14391,2
14392,7
14402,5
14412,8
14414,7
14427,1
14428,8
14443,4
14449,3
14453,3
14460,6
14462,3
14465,3
14468,7
14472,8
14474,8
14475,5
14477,7
14479,5
14482,8
14489,8
14497,7
14500,8
14508,8
14509,8
14522,8
14525,5
14538,6
14539,1
14541,6
14543,5
14544,5
14549,4
14550,1
14552,8
14556,5
14563,7
14564,7
14566,4
14572,1
14574,7
14575,7
14579,3
14582,5
14585,6
14591,5
14592,8
14595,6
14604,3
14607,8
14612,8
14616,1
14618,3
14632,8
14633,7
14634,3
14635,5
14650,7
14657,2
14661,7
14662,8
14664,8
14672,7
14677,8
14681,8
14684,8
14689,7
14697,5
14700,3
14701,7
14717,8
14721,7
14733,7
14735,1
14737,5
14739,1
14740,8
14748,7
14750,8
14752,7
14754,3
14755,8
14763,5
14765,5
14779,7
14782,3
14785,4
14790,4
14792,8
14801,8
14812,3
14813,6
14816,7
14817,4
14819,7
14823,7
14831,8
14836,5
14838,7
14840,7
14844,8
14849,4
14851,7
14852,8
14858,6
14859,4
14862,5
14863,4
14869,8
14879,8
14882,7
14885,8
14890,8
14893,1
14897,8
14898,8
14901,1
14902,7
14917,2
14922,8
14924,7
14934,8
14940,7
14941,5
14945,1
14948,3
14956,3
14962,4
14963,8
14966,7
14972,8
14974,7
14977,8
14980,8
14990,7
14991,3
14998,2
15000,8
15014,8
15021,5
15025,8
15031,5
15036,8
15042,7
15047,1
15049,8
15055,7
15058,8
15059,8
15061,2
15069,7
15070,1
15072,7
15077,4
15085,8
15101,4
15105,2
15107,1
15108,4
15109,8
15111,3
15112,8
15113,3
15122,7
15128,4
15129,6
15131,8
15135,3
15136,7
15138,7
15140,8
15151,1
15160,8
15170,5
15171,1
15177,1
15184,4
15187,7
15195,8
15196,3
15202,1
15203,8
15205,2
15220,5
15222,7
15224,8
15226,4
15229,7
15232,8
15234,7
15250,8
15254,8
15258,4
15260,6
15261,8
15272,3
15276,8
15278,8
15282,8
15289,5
15290,8
15294,4
15298,5
15300,1
15304,6
15307,8
15308,6
15314,8
15322,4
15323,5
15330,8
15333,2
15334,2
15335,8
15341,6
15342,4
15343,4
15345,6
15346,8
15355,7
15356,7
15360,3
15364,7
15368,6
15389,3
15398,7
15400,1
15401,3
15405,3
15406,7
15408,7
15414,4
15416,4
15417,8
15428,5
15431,8
15434,7
15436,6
15437,8
15438,1
15440,7
15448,7
15449,4
15450,5
15451,8
15454,7
15459,8
15466,7
15468,5
15475,7
15478,3
15482,7
15483,8
15485,8
15494,8
15497,8
15504,6
15507,8
15519,8
15520,3
15521,6
15524,6
15534,8
15539,8
15540,5
15541,7
15543,8
15547,7
15548,7
15551,8
15563,7
15565,6
15569,8
15570,8
15572,7
15575,5
15584,6
15585,6
15587,8
15588,5
15592,8
15593,4
15599,2
15603,4
15605,8
15606,8
15607,3
15622,8
15623,1
15628,8
15630,1
15632,8
15635,8
15642,7
15643,8
15647,3
15648,5
15651,3
15652,7
15655,6
15656,4
15657,7
15659,5
15663,6
15664,3
15665,8
15666,8
15667,7
15672,6
15676,8
15685,4
15697,7
15705,6
15706,7
15715,8
15720,6
15724,2
15725,4
15726,7
15729,8
15731,6
15745,8
15753,2
15754,4
15760,8
15763,6
15764,2
15767,8
15770,5
15772,5
15777,6
15781,7
15784,7
15785,7
15799,5
15803,5
15805,4
15806,8
15808,8
15810,3
15816,7
15818,7
15824,5
15825,5
15827,8
15834,1
15835,6
15837,8
15839,8
15843,5
15845,5
15850,3
15852,8
15853,1
15864,4
15866,3
15868,1
15869,7
15876,8
15877,3
15882,2
15891,1
15900,4
15905,8
15913,8
15918,7
15925,5
15933,2
15936,4
15939,4
15940,8
15944,4
15945,8
15950,8
15951,3
15958,3
15971,4
15972,3
15976,6
15979,1
15980,3
15984,8
15985,2
15986,8
15987,4
15988,8
15990,8
15991,8
15993,5
16008,7
16009,8
16011,5
16016,3
16022,3
16024,4
16025,3
16031,6
16032,5
16036,8
16039,7
16043,6
16044,2
16046,1
16051,6
16052,7
16056,1
16057,8
16061,4
16067,5
16070,5
16073,2
16075,8
16076,6
16079,8
16081,6
16082,8
16083,6
16086,8
16088,7
16094,6
16097,4
16099,7
16102,6
16107,8
16112,7
16115,2
16119,7
16120,7
16123,1
16128,8
16134,5
16138,6
16141,7
16142,8
16144,4
16154,6
16155,5
16159,3
16161,7
16163,5
16168,7
16169,7
16170,5
16173,7
16175,8
16176,7
16177,5
16182,1
16183,6
16186,7
16188,8
16194,6
16201,1
16204,7
16205,7
16208,4
16212,8
16213,4
16221,8
16227,5
16231,1
16233,8
16234,1
16235,8
16238,6
16239,7
16245,1
16247,7
16248,1
16252,4
16257,8
16259,7
16260,1
16262,8
16264,4
16268,8
16273,4
16277,6
16284,6
16290,8
16291,8
16304,8
16307,8
16309,7
16310,4
16317,4
16319,4
16323,7
16329,7
16340,4
16345,6
16348,7
16350,7
16353,8
16363,7
16364,8
16366,3
16379,1
16387,8
16390,4
16392,4
16393,8
16396,6
16398,6
16400,7
16403,8
16409,7
16414,8
16417,4
16418,8
16420,3
16421,8
16422,8
16430,1
16432,6
16433,7
16434,7
16435,4
16436,2
16444,6
16451,8
16458,8
16463,7
16466,4
16469,6
16471,7
16475,2
16480,4
16481,6
16486,1
16489,8
16493,1
16499,4
16507,7
16509,5
16514,4
16515,8
16518,8
16520,4
16525,7
16531,3
16532,4
16534,7
16537,6
16538,5
16539,5
16540,4
16549,7
16558,4
16560,4
16569,1
16571,7
16574,8
16581,5
16583,8
16590,8
16594,8
16616,3
16617,2
16619,7
16623,8
16629,2
16634,8
16640,1
16641,1
16642,8
16650,1
16656,1
16658,5
16664,1
16671,8
16676,8
16678,7
16685,3
16693,7
16695,8
16698,8
16702,7
16708,8
16713,6
16727,8
16728,5
16736,8
16743,4
16746,7
16751,7
16752,8
16754,8
16775,3
16782,4
16783,7
16785,8
16796,3
16797,5
16804,5
16814,8
16816,8
16819,2
16828,1
16834,3
16836,3
16840,7
16841,7
16844,4
16845,1
16860,7
16867,8
16869,8
16878,5
16879,5
16885,1
16897,8
16904,5
16905,7
16911,6
16912,4
16916,7
16918,7
16923,8
16927,8
16932,8
16938,1
16939,8
16944,5
16948,8
16956,8
16961,4
16964,2
16966,7
16971,7
16972,8
16978,8
16983,8
16989,7
16990,7
16992,2
16994,7
16997,6
17002,7
17008,7
17015,8
17018,1
17019,7
17026,1
17029,3
17035,1
17038,5
17044,3
17047,3
17051,3
17054,1
17055,8
17070,8
17073,7
17075,7
17078,7
17079,8
17080,7
17081,3
17082,5
17084,2
17090,8
17091,1
17103,8
17120,1
17128,8
17129,4
17130,6
17133,6
17135,7
17136,4
17138,4
17164,3
17165,1
17175,6
17176,1
17189,8
17191,2
17193,8
17194,7
17201,8
17203,4
17208,3
17212,8
17213,5
17214,5
17215,7
17219,7
17225,8
17226,2
17227,8
17233,7
17235,3
17245,8
17254,8
17258,8
17261,4
17262,7
17263,7
17265,4
17273,4
17276,7
17278,5
17281,7
17284,5
17287,7
17290,6
17292,4
17298,7
17299,8
17300,5
17301,8
17302,3
17311,4
17314,5
17321,8
17322,7
17324,5
17328,4
17331,7
17332,6
17337,4
17343,7
17344,2
17345,8
17348,8
17354,3
17362,8
17363,8
17365,8
17376,8
17383,8
17385,4
17391,1
17394,4
17395,7
17396,7
17401,7
17404,6
17405,8
17407,4
17411,8
17424,4
17427,7
17435,7
17438,5
17440,8
17444,8
17445,7
17449,8
17456,8
17458,5
17459,8
17468,8
17470,2
17472,7
17477,3
17479,4
17483,6
17485,7
17492,4
17493,7
17496,2
17499,8
17506,8
17507,3
17513,8
17516,4
17520,2
17524,8
17528,7
17538,8
17541,6
17545,2
17546,3
17552,8
17553,1
17555,5
17565,4
17567,6
17571,6
17573,7
17574,7
17580,3
17582,4
17598,8
17602,5
17606,1
17607,8
17623,7
17632,7
17633,8
17643,4
17646,8
17647,8
17648,8
17657,8
17658,8
17659,8
17667,8
17670,6
17677,7
17678,4
17680,7
17683,2
17684,8
17688,6
17689,6
17693,8
17694,8
17701,8
17702,7
17703,4
17704,8
17708,8
17710,4
17711,6
17712,8
17714,7
17715,7
17716,8
17718,8
17720,2
17724,4
17729,8
17731,8
17734,6
17741,7
17742,1
17744,4
17746,3
17749,7
17752,1
17753,8
17756,7
17757,3
17758,6
17766,3
17769,7
17778,8
17780,5
17781,7
17794,2
17801,3
17805,8
17811,5
17820,8
17824,4
17827,2
17830,7
17832,4
17838,3
17839,6
17840,7
17850,7
17856,7
17859,7
17861,4
17864,7
17868,1
17869,1
17871,1
17872,5
17874,8
17884,5
17885,8
17886,7
17887,5
17892,7
17893,1
17894,7
17897,8
17905,2
17908,7
17913,3
17915,1
17918,2
17922,7
17923,2
17924,4
17925,3
17929,7
17938,5
17940,7
17941,4
17944,2
17953,4
17956,3
17960,5
17965,8
17969,3
17973,1
17977,8
17979,8
17981,6
17982,8
17984,1
17986,3
17989,4
17997,7
17998,5
18000,8
18004,4
18010,2
18012,8
18013,2
18015,1
18027,6
18029,7
18034,5
18043,7
18049,4
18050,8
18053,8
18058,4
18061,1
18063,4
18065,6
18066,4
18071,8
18077,8
18078,6
18083,8
18086,7
18089,8
18096,6
18105,8
18106,8
18107,1
18109,7
18111,7
18115,6
18123,8
18124,6
18125,8
18126,5
18127,8
18132,8
18133,8
18136,8
18145,7
18146,8
18161,8
18166,8
18168,7
18176,7
18177,4
18178,8
18183,8
18184,7
18186,8
18192,6
18193,4
18197,3
18198,3
18204,7
18206,7
18207,4
18211,8
18212,7
18216,1
18223,6
18225,4
18227,4
18228,6
18229,8
18233,3
18244,2
18248,8
18251,3
18253,7
18256,1
18262,5
18269,4
18270,5
18274,5
18275,8
18283,7
18285,8
18291,4
18292,3
18293,8
18294,8
18297,5
18299,7
18302,6
18309,3
18311,8
18313,4
18326,8
18331,4
18335,8
18336,7
18337,6
18342,7
18351,7
18358,8
18359,1
18361,2
18362,7
18367,1
18369,4
18370,7
18374,6
18376,8
18377,5
18378,7
18380,8
18381,8
18383,7
18389,7
18390,2
18393,6
18394,3
18398,4
18400,7
18404,8
18406,1
18407,7
18410,1
18411,2
18412,5
18413,8
18416,8
18422,6
18427,7
18428,7
18430,4
18437,1
18438,3
18443,8
18445,2
18446,1
18453,5
18457,8
18459,5
18460,8
18462,5
18464,3
18469,3
18473,4
18474,7
18479,1
18480,4
18481,7
18484,5
18487,6
18492,3
18502,1
18504,4
18509,6
18512,8
18515,7
18517,1
18521,6
18537,8
18538,3
18542,7
18543,6
18546,7
18549,2
18552,7
18558,7
18560,7
18562,8
18566,8
18568,6
18569,6
18570,1
18571,8
18575,6
18576,2
18585,6
18587,7
18588,6
18589,7
18590,7
18596,8
18597,7
18600,6
18612,7
18615,7
18620,8
18624,4
18629,8
18632,4
18636,3
18637,5
18638,5
18639,8
18640,6
18643,2
18645,8
18646,8
18653,5
18656,6
18662,1
18666,6
18668,3
18671,5
18672,8
18673,4
18677,4
18680,1
18681,2
18683,7
18687,1
18689,8
18691,8
18703,8
18706,3
18715,4
18720,8
18722,1
18737,8
18738,7
18742,8
18744,2
18774,5
18784,3
18785,5
18787,8
18788,3
18798,8
18799,2
18802,7
18810,4
18811,6
18813,4
18816,8
18819,4
18821,7
18823,8
18828,4
18831,4
18833,7
18835,5
18840,5
18843,5
18846,4
18852,8
18867,8
18871,4
18872,8
18879,1
18880,8
18886,4
18888,8
18889,1
18897,5
18898,8
18900,5
18901,5
18908,4
18921,1
18923,6
18932,8
18939,7
18949,1
18951,6
18957,2
18958,1
18975,8
18982,8
18987,4
18990,7
18991,1
18999,1
19008,5
19010,8
19012,8
19014,6
19016,2
19017,7
19018,8
19024,4
19025,8
19030,7
19032,3
19034,5
19041,7
19042,1
19043,7
19045,7
19047,1
19048,7
19050,8
19051,8
19057,7
19060,4
19063,3
19069,8
19073,1
19074,6
19078,3
19080,6
19082,5
19096,1
19104,5
19105,3
19108,7
19112,7
19114,2
19127,2
19128,4
19129,8
19130,1
19131,8
19140,7
19145,6
19147,7
19148,5
19151,3
19160,3
19163,6
19164,7
19168,4
19171,8
19175,3
19180,2
19181,8
19189,7
19191,7
19193,1
19200,1
19202,1
19203,4
19205,4
19206,6
19207,8
19209,6
19213,8
19240,1
19241,8
19243,1
19247,7
19248,8
19252,1
19254,1
19272,2
19273,3
19285,4
19289,6
19295,6
19298,4
19301,8
19304,8
19315,4
19316,7
19317,5
19318,7
19321,1
19322,8
19325,7
19333,5
19341,8
19342,6
19346,5
19348,8
19351,6
19354,8
19356,1
19374,8
19375,5
19376,1
19380,4
19386,5
19388,8
19389,4
19393,3
19398,7
19399,7
19403,5
19406,4
19410,7
19416,8
19417,8
19422,3
19427,1
19436,8
19440,5
19442,1
19443,8
19446,1
19447,8
19456,8
19460,4
19468,7
19469,6
19470,8
19475,1
19478,8
19481,1
19482,6
19488,8
19490,7
19491,3
19497,8
19502,6
19504,3
19508,6
19511,2
19518,8
19520,8
19522,8
19530,8
19542,5
19544,2
19546,1
19547,7
19549,7
19552,7
19556,7
19559,8
19562,5
19564,3
19567,8
19568,6
19580,4
19581,7
19582,7
19585,6
19591,7
19594,4
19598,7
19602,8
19612,7
19613,5
19618,6
19623,1
19624,5
19628,2
19629,7
19631,6
19633,6
19636,6
19637,1
19641,7
19642,3
19655,8
19656,4
19658,7
19664,8
19665,8
19667,7
19668,8
19669,6
19673,8
19675,8
19676,6
19678,4
19680,2
19683,8
19684,8
19692,5
19698,1
19700,3
19702,5
19705,3
19706,8
19707,5
19711,8
19714,6
19718,4
19720,6
19735,1
19736,4
19741,6
19744,7
19745,7
19748,6
19750,8
19763,6
19767,3
19775,8
19778,8
19779,1
19782,7
19784,8
19785,3
19786,6
19788,8
19789,8
19791,2
19792,7
19794,4
19796,5
19802,2
19803,7
19804,2
19806,8
19812,7
19816,6
19818,8
19819,8
19820,2
19821,3
19823,5
19830,8
19834,1
19838,8
19841,8
19843,8
19847,3
19848,8
19850,3
19854,4
19861,6
19865,8
19866,8
19869,1
19871,6
19877,1
19885,8
19886,5
19888,8
19889,7
19895,7
19896,6
19899,6
19901,6
19907,2
19909,1
19910,5
19911,5
19918,5
19919,8
19928,1
19931,8
19944,1
19948,8
19956,8
19957,7
19961,5
19964,8
19965,2
19969,7
19978,7
19982,8
19983,8
19987,4
19988,2
19989,8
19992,8
19995,7
19996,8
20009,2
20017,8
20025,8
20032,7
20034,5
20039,5
20042,1
20044,6
20048,5
20051,7
20056,7
20064,8
20065,7
20069,3
20073,5
20087,7
20088,7
20097,7
20098,8
20106,8
20108,6
20113,1
20117,6
20119,7
20120,1
20122,3
20125,5
20126,3
20127,5
20131,7
20133,3
20136,1
20137,5
20144,4
20146,8
20147,4
20149,8
20158,3
20164,6
20170,3
20172,4
20175,5
20182,1
20187,5
20197,7
20199,7
20201,8
20204,8
20216,8
20221,4
20224,8
20226,5
20227,2
20230,4
20232,4
20235,6
20237,2
20240,8
20243,8
20245,4
20246,2
20250,7
20256,7
20261,2
20274,7
20280,7
20281,7
20282,2
20283,4
20291,5
20294,8
20300,3
20301,7
20306,7
20307,4
20311,7
20318,1
20319,8
20321,4
20324,3
20327,8
20328,6
20330,8
20332,7
20333,4
20334,8
20343,8
20354,7
20358,8
20368,7
20369,4
20371,8
20374,7
20379,8
20380,7
20385,4
20391,5
20392,7
20393,7
20394,5
20404,5
20413,2
20414,1
20418,1
20422,6
20428,2
20431,8
20435,2
20439,1
20454,6
20460,8
20462,2
20464,8
20477,8
20482,7
20484,1
20487,5
20505,4
20506,7
20507,7
20512,3
20514,2
20515,2
20517,8
20522,4
20523,3
20524,7
20525,5
20530,2
20544,8
20545,8
20552,7
20554,5
20557,6
20564,4
20568,3
20570,3
20579,1
20586,3
20591,7
20597,8
20602,8
20608,2
20609,7
20618,7
20619,7
20636,8
20640,8
20646,5
20654,8
20656,4
20661,6
20664,8
20665,8
20666,5
20671,7
20694,3
20695,4
20704,4
20705,4
20707,8
20710,7
20711,1
20712,8
20714,4
20722,3
20732,8
20738,2
20745,8
20746,5
20747,6
20751,8
20755,7
20762,8
20763,7
20769,8
20774,6
20780,8
20782,8
20783,4
20784,1
20811,2
20812,3
20814,7
20825,7
20827,5
20828,2
20830,5
20833,4
20835,8
20843,1
20846,2
20847,3
20849,4
20851,2
20858,8
20863,8
20870,1
20875,7
20879,8
20881,4
20887,3
20892,8
20895,7
20903,1
20905,2
20907,5
20908,7
20912,3
20915,8
20917,3
20918,5
20923,8
20924,6
20925,8
20927,8
20935,1
20937,7
20943,3
20945,7
20949,5
20950,8
20964,8
20970,7
20980,8
20990,3
20991,7
20996,8
21000,7
21002,7
21004,4
21011,8
21014,8
21015,6
21022,4
21026,2
21037,1
21038,1
21039,8
21061,8
21063,8
21065,5
21069,6
21071,7
21084,7
21086,1
21087,2
21089,6
21094,7
21095,8
21098,8
21103,5
21105,7
21106,8
21108,8
21109,6
21111,5
21112,7
21120,8
21125,8
21141,8
21142,8
21144,7
21146,4
21150,6
21159,7
21165,1
21166,3
21180,7
21183,5
21186,5
21187,7
21189,7
21193,8
21194,8
21205,8
21208,8
21209,6
21210,2
21211,5
21214,6
21221,1
21228,5
21235,6
21239,8
21242,8
21244,1
21245,5
21251,8
21260,5
21267,1
21269,8
21275,4
21281,8
21282,5
21286,1
21287,7
21292,1
21294,7
21305,1
21323,7
21329,4
21331,6
21332,7
21334,7
21340,1
21344,8
21346,7
21347,4
21348,1
21354,8
21365,5
21367,6
21368,6
21369,1
21371,8
21377,6
21379,7
21381,7
21382,1
21383,5
21387,5
21390,8
21394,4
21395,5
21397,2
21399,8
21400,5
21401,6
21402,4
21405,4
21406,8
21409,7
21411,8
21412,6
21416,7
21421,4
21422,6
21425,8
21428,7
21431,7
21434,6
21436,3
21444,3
21448,8
21453,8
21457,3
21461,8
21476,3
21480,2
21484,3
21489,4
21490,7
21494,4
21496,7
21506,1
21508,1
21515,5
21516,4
21517,8
21524,5
21543,8
21558,6
21559,1
21566,6
21572,7
21575,7
21578,6
21589,1
21595,3
21596,7
21605,4
21621,6
21628,8
21630,7
21632,8
21643,6
21645,8
21652,1
21660,7
21661,8
21664,1
21665,1
21666,1
21669,8
21673,8
21674,5
21675,4
21676,7
21680,6
21688,2
21693,4
21695,1
21697,1
21699,8
21705,8
21706,4
21707,1
21709,5
21711,1
21712,6
21717,7
21722,8
21726,3
21731,5
21732,4
21744,7
21745,5
21752,8
21759,6
21763,7
21765,1
21772,3
21779,5
21787,3
21790,3
21793,8
21794,4
21799,8
21809,2
21816,6
21819,5
21822,5
21837,1
21838,4
21839,4
21846,7
21848,4
21849,8
21856,5
21858,5
21866,8
21870,7
21873,8
21878,7
21881,8
21887,7
21890,8
21897,8
21902,8
21909,1
21915,6
21918,6
21920,8
21923,4
21924,4
21929,8
21933,4
21944,3
21946,1
21947,1
21953,8
21959,8
21969,3
21972,3
21975,5
21978,7
21979,3
21996,7
22001,7
22016,5
22017,4
22022,1
22028,7
22029,2
22033,8
22034,5
22037,3
22040,7
22042,8
22044,5
22045,6
22048,7
22054,1
22056,3
22057,8
22058,7
22065,1
22069,6
22073,1
22075,5
22077,3
22080,7
22082,4
22084,8
22085,8
22087,5
22089,7
22092,4
22093,6
22097,7
22099,7
22100,5
22101,8
22109,7
22111,6
22113,7
22114,4
22115,8
22117,1
22118,1
22128,8
22131,8
22132,7
22139,8
22140,6
22144,6
22158,2
22161,4
22162,8
22163,3
22164,5
22172,7
22176,6
22179,6
22181,8
22182,8
22184,8
22185,7
22187,4
22188,5
22196,4
22197,7
22213,6
22221,1
22222,8
22223,7
22225,4
22226,4
22227,6
22236,8
22238,1
22239,7
22241,7
22243,3
22244,2
22248,4
22253,8
22255,6
22257,1
22259,8
22267,2
22269,5
22271,7
22272,7
22273,4
22276,2
22279,2
22281,2
22286,8
22288,8
22292,7
22300,8
22301,2
22308,1
22317,8
22318,5
22321,6
22322,7
22328,6
22329,5
22331,7
22333,8
22334,8
22337,5
22338,7
22342,6
22346,1
22348,7
22354,8
22358,7
22359,4
22361,8
22368,2
22369,3
22370,8
22372,7
22375,7
22376,8
22378,8
22379,8
22381,1
22382,2
22394,8
22404,8
22405,5
22406,5
22410,7
22413,4
22420,1
22423,7
22425,2
22428,3
22431,3
22434,6
22440,1
22449,8
22452,8
22453,8
22458,6
22459,6
22464,3
22466,5
22475,6
22480,5
22482,5
22486,8
22487,1
22489,7
22490,5
22493,1
22494,3
22496,8
22500,2
22506,7
22516,8
22520,5
22527,8
22530,5
22534,3
22535,7
22544,3
22546,4
22547,7
22557,8
22559,4
22561,2
22566,3
22567,8
22570,5
22574,6
22584,8
22588,5
22589,7
22590,1
22591,5
22592,6
22596,3
22598,2
22600,1
22602,4
22603,5
22604,2
22610,5
